"2936","600986.SH","科达股份","75.0010","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","132557.38"
"2937","600987.SH","航民股份","68.4270","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","74539.23"
"2938","600988.SH","赤峰黄金","65.0715","材料","材料","金属、非金属与采矿","黄金","142638.16"
"2939","600990.SH","四创电子","70.8315","工业","资本货物","航空航天与国防","航天航空与国防","15917.91"
"2940","600992.SH","贵绳股份","21.7738","材料","材料","金属、非金属与采矿","钢铁","24509.00"
"2941","600993.SH","马应龙","66.8565","医疗保健","制药、生物科技与生命科学","制药","中药","43105.39"
"2942","600995.SH","文山电力","37.4590","公用事业","公用事业","电力","电力","47852.64"
"2943","600996.SH","贵广网络","91.2247","可选消费","媒体","媒体","有线和卫星电视","104256.84"
"2944","600997.SH","开滦股份","108.9866","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","158779.98"
"2945","600998.SH","九州通","295.3940","日常消费","食品与主要用品零售","食品与主要用品零售","药品零售","187766.36"
"2946","600999.SH","招商证券","1233.4952","金融","多元金融","资本市场","投资银行业与经纪业","669940.94"
"2947","601000.SH","唐山港","178.7260","工业","运输","交通基础设施","海港与服务","592592.88"
"2948","601001.SH","大同煤业","82.3460","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","167370.00"
"2949","601002.SH","晋亿实业","57.9298","工业","资本货物","机械","工业机械","79269.00"
"2950","601003.SH","柳钢股份","209.1752","材料","材料","金属、非金属与采矿","钢铁","256279.31"
"2951","601005.SH","重庆钢铁","204.2360","材料","材料","金属、非金属与采矿","钢铁","891860.25"
"2952","601006.SH","大秦铁路","1316.3057","工业","运输","公路与铁路运输","铁路运输","1486679.12"
"2953","601007.SH","金陵饭店","28.8660","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","30000.00"
"2954","601008.SH","连云港","38.8218","工业","运输","交通基础设施","海港与服务","101521.51"
"2955","601009.SH","南京银行","667.7194","金融","银行","商业银行","区域性银行","848220.81"
"2956","601010.SH","文峰股份","65.1235","可选消费","零售业","多元化零售","百货商店","184800.00"
"2957","601011.SH","宝泰隆","105.8736","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","161097.95"
"2958","601012.SH","隆基股份","755.4106","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","279078.84"
"2959","601015.SH","陕西黑猫","77.8538","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","125368.42"
"2960","601016.SH","节能风电","127.4926","公用事业","公用事业","独立电力生产商与能源贸易商","新能源发电业者","415556.00"
"2961","601018.SH","宁波港","527.4408","工业","运输","交通基础设施","海港与服务","1317284.75"
"2962","601019.SH","山东出版","186.0680","可选消费","媒体","媒体","出版","208690.00"
"2963","601020.SH","华钰矿业","58.1453","材料","材料","金属、非金属与采矿","金属非金属","52591.63"
"2964","601021.SH","春秋航空","329.4047","工业","运输","航空","航空","91689.77"
"2965","601028.SH","玉龙股份","42.8785","材料","材料","金属、非金属与采矿","钢铁","78302.58"
"2966","601038.SH","一拖股份","51.6980","工业","资本货物","机械","农用农业机械","98585.00"
"2967","601058.SH","赛轮轮胎","76.3973","可选消费","汽车与汽车零部件","汽车零配件","轮胎与橡胶","270146.06"
"2968","601066.SH","中信建投","1999.9885","金融","多元金融","资本市场","投资银行业与经纪业","764638.50"
"2969","601068.SH","中铝国际","226.6053","工业","资本货物","建筑与工程","建筑与工程","295906.66"
"2970","601069.SH","西部黄金","97.6133","材料","材料","金属、非金属与采矿","黄金","63600.00"
"2971","601086.SH","国芳集团","41.5850","可选消费","零售业","多元化零售","百货商店","66600.00"
"2972","601088.SH","中国神华","4181.9917","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","1988962.00"
"2973","601098.SH","中南传媒","243.7531","可选消费","媒体","媒体","出版","179600.00"
"2974","601099.SH","太平洋","306.5979","金融","多元金融","资本市场","投资银行业与经纪业","681631.62"
"2975","601100.SH","恒立液压","261.2131","工业","资本货物","机械","工业机械","88200.00"
"2976","601101.SH","昊华能源","82.1759","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","119999.83"
"2977","601106.SH","中国一重","279.6604","工业","资本货物","机械","工业机械","685778.31"
"2978","601107.SH","四川成渝","119.5701","工业","运输","交通基础设施","公路与铁路","305806.00"
"2979","601108.SH","财通证券","420.7744","金融","多元金融","资本市场","投资银行业与经纪业","358900.00"
"2980","601111.SH","中国国航","1436.2137","工业","运输","航空","航空","1452481.50"
"2981","601113.SH","华鼎股份","92.6993","材料","材料","化工","化纤","116164.51"
"2982","601116.SH","三江购物","73.4875","日常消费","食品与主要用品零售","食品与主要用品零售","大卖场与超市","54767.84"
"2983","601117.SH","中国化学","311.0750","工业","资本货物","建筑与工程","建筑与工程","493300.00"
"2984","601118.SH","海南橡胶","232.7153","日常消费","食品、饮料与烟草","食品","农产品","427942.78"
"2985","601126.SH","四方股份","51.8316","工业","资本货物","电气设备","电气部件与设备","81317.20"
"2986","601127.SH","小康股份","162.2072","可选消费","汽车与汽车零部件","汽车","汽车制造","94515.32"
"2987","601128.SH","常熟银行","183.9163","金融","银行","商业银行","区域性银行","226275.02"
"2988","601137.SH","博威合金","54.0036","材料","材料","金属、非金属与采矿","金属非金属","62721.97"
"2989","601138.SH","工业富联","3141.4004","信息技术","技术硬件与设备","电子设备、仪器和元件","电子制造服务","1969530.00"
"2990","601139.SH","深圳燃气","176.4230","公用事业","公用事业","燃气","燃气","287708.78"
"2991","601155.SH","新城控股","794.7731","房地产","房地产","房地产管理和开发","房地产开发","225672.42"
"2992","601158.SH","重庆水务","296.5440","公用事业","公用事业","水务","水务","480000.00"
"2993","601162.SH","天风证券","557.3680","金融","多元金融","资本市场","投资银行业与经纪业","518000.00"
"2994","601163.SH","三角轮胎","104.4000","可选消费","汽车与汽车零部件","汽车零配件","轮胎与橡胶","80000.00"
"2995","601166.SH","兴业银行","3976.1802","金融","银行","商业银行","多元化银行","2077419.12"
"2996","601168.SH","西部矿业","157.4210","材料","材料","金属、非金属与采矿","金属非金属","238300.00"
"2997","601169.SH","北京银行","1396.7054","金融","银行","商业银行","区域性银行","2114298.50"
"2998","601177.SH","杭齿前进","53.1360","工业","资本货物","机械","工业机械","40006.00"
"2999","601179.SH","中国西电","219.7978","工业","资本货物","电气设备","电气部件与设备","512588.25"
"3000","601186.SH","中国铁建","1593.6949","工业","资本货物","建筑与工程","建筑与工程","1357954.12"
"3001","601188.SH","龙江交通","45.2662","工业","运输","交通基础设施","公路与铁路","131587.86"
"3002","601198.SH","东兴证券","382.8601","金融","多元金融","资本市场","投资银行业与经纪业","275796.06"
"3003","601199.SH","江南水务","39.0731","公用事业","公用事业","水务","水务","93520.66"
"3004","601200.SH","上海环境","107.2925","工业","商业和专业服务","商业服务与用品","环境与设施服务","70254.39"
"3005","601208.SH","东材科技","35.9418","材料","材料","化工","特种化工","62660.10"
"3006","601211.SH","国泰君安","1788.7981","金融","多元金融","资本市场","投资银行业与经纪业","871394.06"
"3007","601212.SH","白银有色","306.8105","材料","材料","金属、非金属与采矿","金属非金属","697296.56"
"3008","601216.SH","君正集团","344.2711","材料","材料","化工","基础化工","843801.75"
"3009","601218.SH","吉鑫科技","30.5065","工业","资本货物","电气设备","重型电气设备","99176.00"
"3010","601222.SH","林洋能源","102.4292","工业","资本货物","电气设备","电气部件与设备","176541.08"
"3011","601225.SH","陕西煤业","910.6000","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","1000000.00"
"3012","601226.SH","华电重工","54.7701","工业","资本货物","建筑与工程","建筑与工程","115500.00"
"3013","601228.SH","广州港","307.1817","工业","运输","交通基础设施","海港与服务","619318.00"
"3014","601229.SH","上海银行","1378.0333","金融","银行","商业银行","区域性银行","1092809.88"
"3015","601231.SH","环旭电子","274.2099","信息技术","技术硬件与设备","电子设备、仪器和元件","电子制造服务","217592.36"
"3016","601233.SH","桐昆股份","241.0053","材料","材料","化工","化纤","182193.30"
"3017","601238.SH","广汽集团","1257.7249","可选消费","汽车与汽车零部件","汽车","汽车制造","1023249.75"
"3018","601258.SH","庞大集团","129.6220","可选消费","零售业","专营零售","汽车零售","667466.31"
"3019","601288.SH","农业银行","13446.3486","金融","银行","商业银行","多元化银行","34998304.00"
"3020","601298.SH","青岛港","546.6804","工业","运输","交通基础设施","海港与服务","649110.00"
"3021","601311.SH","骆驼股份","95.7162","工业","资本货物","电气设备","电气部件与设备","84839.78"
"3022","601318.SH","中国平安","13143.1279","金融","保险","保险","多元化保险","1828024.12"
"3023","601319.SH","中国人保","4731.0825","金融","保险","保险","多元化保险","4422399.00"
"3024","601326.SH","秦港股份","209.3045","工业","运输","交通基础设施","海港与服务","558741.19"
"3025","601328.SH","交通银行","4942.9272","金融","银行","商业银行","多元化银行","7426272.50"
"3026","601330.SH","绿色动力","163.5666","工业","商业和专业服务","商业服务与用品","环境与设施服务","116120.00"
"3027","601333.SH","广深铁路","274.9829","工业","运输","公路与铁路运输","铁路运输","708353.69"
"3028","601336.SH","新华保险","1663.7791","金融","保险","保险","人寿与健康保险","311954.66"
"3029","601339.SH","百隆东方","79.8900","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","150000.00"
"3030","601360.SH","三六零","1819.6661","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","676405.50"
"3031","601366.SH","利群股份","60.5964","可选消费","零售业","多元化零售","百货商店","86050.05"
"3032","601368.SH","绿城水务","48.3722","公用事业","公用事业","水务","水务","73581.09"
"3033","601369.SH","陕鼓动力","111.6658","工业","资本货物","机械","工业机械","163877.02"
"3034","601375.SH","中原证券","239.9598","金融","多元金融","资本市场","投资银行业与经纪业","386907.06"
"3035","601377.SH","兴业证券","489.5267","金融","多元金融","资本市场","投资银行业与经纪业","669667.19"
"3036","601388.SH","怡球资源","58.0480","材料","材料","金属、非金属与采矿","铝","202540.00"
"3037","601390.SH","中国中铁","1727.0292","工业","资本货物","建筑与工程","建筑与工程","2284430.25"
"3038","601398.SH","工商银行","20771.3574","金融","银行","商业银行","多元化银行","35640624.00"
"3039","601500.SH","通用股份","54.4317","可选消费","汽车与汽车零部件","汽车零配件","轮胎与橡胶","72691.91"
"3040","601515.SH","东风股份","108.9315","工业","商业和专业服务","商业服务与用品","商业印刷","111200.00"
"3041","601518.SH","吉林高速","42.7535","工业","运输","交通基础设施","公路与铁路","135039.52"
"3042","601519.SH","大智慧","195.5499","信息技术","软件与服务","软件","应用软件","198770.00"
"3043","601555.SH","东吴证券","290.3400","金融","多元金融","资本市场","投资银行业与经纪业","300000.00"
"3044","601558.SH","ST锐电","84.6696","工业","资本货物","电气设备","重型电气设备","603060.00"
"3045","601566.SH","九牧王","79.7252","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","57463.72"
"3046","601567.SH","三星医疗","94.6472","工业","资本货物","电气设备","电气部件与设备","141799.75"
"3047","601577.SH","长沙银行","398.4057","金融","银行","商业银行","区域性银行","342155.38"
"3048","601579.SH","会稽山","49.0297","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","49736.00"
"3049","601588.SH","北辰实业","117.0376","房地产","房地产","房地产管理和开发","房地产开发","336702.00"
"3050","601595.SH","上海电影","54.0753","可选消费","媒体","媒体","电影与娱乐","37350.00"
"3051","601598.SH","中国外运","444.7883","工业","运输","航空货运与物流","航空货运与物流",
"3052","601599.SH","鹿港文化","33.5665","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","89272.50"
"3053","601600.SH","中国铝业","756.1471","材料","材料","金属、非金属与采矿","铝","1490379.88"
"3054","601601.SH","中国太保","3152.6699","金融","保险","保险","多元化保险","906200.00"
"3055","601606.SH","长城军工","129.8252","工业","资本货物","航空航天与国防","航天航空与国防","72422.84"
"3056","601607.SH","上海医药","532.6644","医疗保健","医疗保健设备与服务","医疗保健提供商与服务","保健护理产品经销商","284208.94"
"3057","601608.SH","中信重工","228.1667","工业","资本货物","机械","工业机械","433941.94"
"3058","601611.SH","中国核建","225.4350","工业","资本货物","建筑与工程","建筑与工程","262500.00"
"3059","601615.SH","明阳智能","180.9644","工业","资本货物","电气设备","重型电气设备","137972.23"
"3060","601616.SH","广电电气","41.8389","工业","资本货物","电气设备","电气部件与设备","93557.50"
"3061","601618.SH","中国中冶","758.8989","工业","资本货物","建筑与工程","建筑与工程","2072361.88"
"3062","601619.SH","嘉泽新能","110.7996","公用事业","公用事业","独立电力生产商与能源贸易商","新能源发电业者","193300.00"
"3063","601628.SH","中国人寿","8742.8389","金融","保险","保险","人寿与健康保险","2826470.50"
"3064","601633.SH","长城汽车","742.0470","可选消费","汽车与汽车零部件","汽车","汽车制造","912726.88"
"3065","601636.SH","旗滨集团","123.2255","材料","材料","建材","建材","268836.00"
"3066","601666.SH","平煤股份","100.8690","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","236116.50"
"3067","601668.SH","中国建筑","2655.9822","工业","资本货物","建筑与工程","建筑与工程","4198517.50"
"3068","601669.SH","中国电建","894.9935","工业","资本货物","建筑与工程","建筑与工程","1529903.50"
"3069","601677.SH","明泰铝业","63.0106","材料","材料","金属、非金属与采矿","铝","58987.64"
"3070","601678.SH","滨化股份","82.0385","材料","材料","化工","基础化工","154440.00"
"3071","601688.SH","华泰证券","1977.8845","金融","多元金融","资本市场","投资银行业与经纪业","825150.00"
"3072","601689.SH","拓普集团","148.7314","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","72757.78"
"3073","601699.SH","潞安环能","250.6801","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","299140.91"
"3074","601700.SH","风范股份","110.9887","工业","资本货物","建筑产品","建筑产品","113323.20"
"3075","601717.SH","郑煤机","108.5913","工业","资本货物","机械","工业机械","173247.14"
"3076","601718.SH","际华集团","190.1576","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","439162.94"
"3077","601727.SH","上海电气","860.8393","工业","资本货物","电气设备","重型电气设备","1472518.75"
"3078","601766.SH","中国中车","2767.1445","工业","资本货物","机械","建筑机械与重型卡车","2869886.50"
"3079","601777.SH","力帆股份","62.4560","可选消费","汽车与汽车零部件","汽车","汽车制造","131375.77"
"3080","601788.SH","光大证券","640.5306","金融","多元金融","资本市场","投资银行业与经纪业","461078.75"
"3081","601789.SH","宁波建工","40.9368","工业","资本货物","建筑与工程","建筑与工程","97608.00"
"3082","601798.SH","*ST蓝科","20.5485","能源","能源","能源设备与服务","石油天然气设备与服务","35452.82"
"3083","601799.SH","星宇股份","158.4634","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","27615.52"
"3084","601800.SH","中国交建","2052.5740","工业","资本货物","建筑与工程","建筑与工程","1617473.50"
"3085","601801.SH","皖新传媒","157.5052","可选消费","媒体","媒体","出版","198920.47"
"3086","601808.SH","中海油服","474.0099","能源","能源","能源设备与服务","石油天然气钻井","477159.19"
"3087","601811.SH","新华文轩","160.5967","可选消费","媒体","媒体","出版","123384.10"
"3088","601818.SH","光大银行","2330.5237","金融","银行","商业银行","多元化银行","5248926.50"
"3089","601828.SH","美凯龙","459.3700","可选消费","零售业","专营零售","家庭装饰零售","355000.00"
"3090","601838.SH","成都银行","336.5896","金融","银行","商业银行","区域性银行","361225.12"
"3091","601857.SH","中国石油","14487.9404","能源","能源","石油、天然气与供消费用燃料","综合性石油天然气","18302098.00"
"3092","601858.SH","中国科传","85.0104","可选消费","媒体","媒体","出版","79050.00"
"3093","601860.SH","紫金银行","368.4319","金融","银行","商业银行","区域性银行","366088.88"
"3094","601865.SH","福莱特","177.8400","材料","材料","建材","建材",
"3095","601866.SH","中远海发","359.6066","工业","运输","海运","海运","1168312.50"
"3096","601869.SH","长飞光纤","368.0842","信息技术","技术硬件与设备","通信设备","通信设备","75790.51"
"3097","601872.SH","招商轮船","287.4361","工业","运输","海运","海运","606661.25"
"3098","601877.SH","正泰电器","557.3863","工业","资本货物","电气设备","电气部件与设备","215123.98"
"3099","601878.SH","浙商证券","374.0667","金融","多元金融","资本市场","投资银行业与经纪业","333333.34"
"3100","601880.SH","大连港","299.9269","工业","运输","交通基础设施","海港与服务","1289453.62"
"3101","601881.SH","中国银河","1224.9863","金融","多元金融","资本市场","投资银行业与经纪业","1013725.88"
"3102","601882.SH","海天精工","46.0822","工业","资本货物","机械","工业机械","52200.00"
"3103","601886.SH","江河集团","97.5865","工业","资本货物","建筑与工程","建筑与工程","115405.00"
"3104","601888.SH","中国国旅","1225.1783","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","195247.55"
"3105","601890.SH","亚星锚链","62.1691","工业","资本货物","机械","建筑机械与重型卡车","95940.00"
"3106","601898.SH","中煤能源","700.0574","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","1325866.38"
"3107","601899.SH","紫金矿业","844.7851","材料","材料","金属、非金属与采矿","黄金","2303122.00"
"3108","601900.SH","南方传媒","86.1117","可选消费","媒体","媒体","出版","89587.66"
"3109","601901.SH","方正证券","652.6410","金融","多元金融","资本市场","投资银行业与经纪业","823210.12"
"3110","601908.SH","京运通","84.4410","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","199529.77"
"3111","601918.SH","新集能源","90.8244","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","259054.19"
"3112","601919.SH","中远海控","628.6687","工业","运输","海运","海运","1225952.88"
"3113","601928.SH","凤凰传媒","215.2985","可选消费","媒体","媒体","出版","254490.00"
"3114","601929.SH","吉视传媒","87.9765","可选消费","媒体","媒体","有线和卫星电视","311090.81"
"3115","601933.SH","永辉超市","837.9897","日常消费","食品与主要用品零售","食品与主要用品零售","大卖场与超市","957046.19"
"3116","601939.SH","建设银行","18265.8027","金融","银行","商业银行","多元化银行","25001098.00"
"3117","601949.SH","中国出版","104.7938","可选消费","媒体","媒体","出版","182250.00"
"3118","601952.SH","苏垦农发","103.9288","日常消费","食品、饮料与烟草","食品","农产品","137800.00"
"3119","601958.SH","金钼股份","227.5401","材料","材料","金属、非金属与采矿","金属非金属","322660.44"
"3120","601965.SH","中国汽研","77.9404","可选消费","汽车与汽车零部件","汽车","汽车制造","97013.24"
"3121","601966.SH","玲珑轮胎","198.1446","可选消费","汽车与汽车零部件","汽车零配件","轮胎与橡胶","120000.39"
"3122","601968.SH","宝钢包装","43.1833","材料","材料","容器与包装","金属与玻璃容器","83333.33"
"3123","601969.SH","海南矿业","105.4767","材料","材料","金属、非金属与采矿","金属非金属","195472.03"
"3124","601975.SH","ST长油","123.7766","工业","运输","海运","海运",
"3125","601985.SH","中国核电","969.7263","公用事业","公用事业","独立电力生产商与能源贸易商","新能源发电业者","1556543.00"
"3126","601988.SH","中国银行","11504.6748","金融","银行","商业银行","多元化银行","29438780.00"
"3127","601989.SH","中国重工","1251.9823","工业","资本货物","航空航天与国防","航天航空与国防","2287979.25"
"3128","601990.SH","南京证券","393.9895","金融","多元金融","资本市场","投资银行业与经纪业","274901.94"
"3129","601991.SH","大唐发电","641.0725","公用事业","公用事业","电力","电力","1850671.00"
"3130","601992.SH","金隅集团","445.4766","材料","材料","建材","建材","1067777.12"
"3131","601996.SH","丰林集团","40.0072","材料","材料","纸与林木产品","林木产品","114948.08"
"3132","601997.SH","贵阳银行","314.5853","金融","银行","商业银行","区域性银行","229859.19"
"3133","601998.SH","中信银行","3347.1401","金融","银行","商业银行","多元化银行","4893479.50"
"3134","601999.SH","出版传媒","35.9417","可选消费","媒体","媒体","出版","55091.47"
"3135","603000.SH","人民网","259.3067","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","110569.11"
"3136","603001.SH","奥康国际","45.8080","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","鞋类","40098.00"
"3137","603002.SH","宏昌电子","26.4811","材料","材料","化工","基础化工","61441.17"
"3138","603003.SH","龙宇燃油","35.6219","能源","能源","石油、天然气与供消费用燃料","石油与天然气的炼制和销售","41653.24"
"3139","603005.SH","晶方科技","47.1194","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","23419.20"
"3140","603006.SH","联明股份","25.6946","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","19232.46"
"3141","603007.SH","花王股份","33.9031","工业","资本货物","建筑与工程","建筑与工程","34107.70"
"3142","603008.SH","喜临门","43.3633","可选消费","耐用消费品与服装","家庭耐用消费品","家庭装饰品","39485.78"
"3143","603009.SH","北特科技","24.8866","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","35911.47"
"3144","603010.SH","万盛股份","38.3001","材料","材料","化工","基础化工","25307.31"
"3145","603011.SH","合锻智能","25.9389","工业","资本货物","机械","工业机械","45315.98"
"3146","603012.SH","创力集团","54.6296","工业","资本货物","机械","工业机械","63656.00"
"3147","603013.SH","亚普股份","94.6560","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","51000.00"
"3148","603015.SH","弘讯科技","30.8295","工业","资本货物","电气设备","电气部件与设备","40715.10"
"3149","603016.SH","新宏泰","29.9905","工业","资本货物","电气设备","电气部件与设备","14816.00"
"3150","603017.SH","中衡设计","41.0457","工业","商业和专业服务","专业服务","调查和咨询服务","27517.87"
"3151","603018.SH","中设集团","63.2867","工业","商业和专业服务","专业服务","调查和咨询服务",
"3152","603019.SH","中科曙光","333.3822","信息技术","技术硬件与设备","电脑与外围设备","电脑硬件","64302.40"
"3153","603020.SH","爱普股份","27.4368","日常消费","食品、饮料与烟草","食品","食品加工与肉类","32000.00"
"3154","603021.SH","山东华鹏","21.9548","材料","材料","容器与包装","金属与玻璃容器","31994.81"
"3155","603022.SH","新通联","17.0920","材料","材料","容器与包装","纸包装","20000.00"
"3156","603023.SH","威帝股份","21.5352","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","36000.00"
"3157","603025.SH","大豪科技","110.2397","工业","资本货物","电气设备","电气部件与设备","92189.07"
"3158","603026.SH","石大胜华","48.7486","材料","材料","化工","基础化工","20268.00"
"3159","603027.SH","千禾味业","65.0307","日常消费","食品、饮料与烟草","食品","食品加工与肉类","32616.27"
"3160","603028.SH","赛福天","20.3489","材料","材料","金属、非金属与采矿","钢铁","22080.00"
"3161","603029.SH","天鹅股份","14.3520","工业","资本货物","机械","工业机械","9334.00"
"3162","603030.SH","全筑股份","37.0981","工业","资本货物","建筑与工程","建筑与工程","53827.83"
"3163","603031.SH","安德利","14.5936","日常消费","食品与主要用品零售","食品与主要用品零售","大卖场与超市","11200.00"
"3164","603032.SH","德新交运","61.9007","工业","运输","公路与铁路运输","公路运输","16000.80"
"3165","603033.SH","三维股份","48.3894","材料","材料","化工","基础化工","21744.15"
"3166","603035.SH","常熟汽饰","38.0072","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","28000.00"
"3167","603036.SH","如通股份","27.0469","能源","能源","能源设备与服务","石油天然气设备与服务","20336.00"
"3168","603037.SH","凯众股份","22.5785","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","10592.27"
"3169","603038.SH","华立股份","18.1361","工业","资本货物","建筑产品","建筑产品","9399.88"
"3170","603039.SH","泛微网络","91.4723","信息技术","软件与服务","软件","应用软件","10251.95"
"3171","603040.SH","新坐标","23.5627","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","7950.71"
"3172","603041.SH","美思德","15.9417","材料","材料","化工","特种化工","10094.80"
"3173","603042.SH","华脉科技","20.9225","信息技术","技术硬件与设备","通信设备","通信设备","13867.00"
"3174","603043.SH","广州酒家","126.2569","日常消费","食品、饮料与烟草","食品","食品加工与肉类","40399.62"
"3175","603045.SH","福达合金","29.9481","材料","材料","金属、非金属与采矿","金属非金属","9830.00"
"3176","603050.SH","科林电气","23.6035","工业","资本货物","电气设备","电气部件与设备","16224.55"
"3177","603055.SH","台华新材","70.0271","材料","材料","化工","化纤","54760.00"
"3178","603056.SH","德邦股份","185.4336","工业","运输","航空货运与物流","航空货运与物流","96000.00"
"3179","603058.SH","永吉股份","48.0177","工业","商业和专业服务","商业服务与用品","商业印刷","42381.00"
"3180","603059.SH","倍加洁","28.8496","日常消费","家庭与个人用品","家庭用品","家庭用品","8000.00"
"3181","603060.SH","国检集团","52.7120","工业","商业和专业服务","专业服务","调查和咨询服务","22000.00"
"3182","603063.SH","禾望电气","44.3856","工业","资本货物","电气设备","电气部件与设备","42000.00"
"3183","603066.SH","音飞储存","23.9394","工业","资本货物","机械","工业机械","30234.17"
"3184","603067.SH","振华股份","28.3668","材料","材料","化工","基础化工","30800.00"
"3185","603069.SH","海汽集团","23.9654","工业","运输","公路与铁路运输","公路运输","31600.00"
"3186","603076.SH","乐惠国际","19.4028","工业","资本货物","机械","工业机械","7450.00"
"3187","603077.SH","和邦生物","182.4536","材料","材料","化工","基础化工","883125.00"
"3188","603078.SH","江化微","26.8430","材料","材料","化工","特种化工","8400.00"
"3189","603079.SH","圣达生物","23.9165","医疗保健","制药、生物科技与生命科学","制药","西药","11200.00"
"3190","603080.SH","新疆火炬","31.0564","公用事业","公用事业","燃气","燃气","14150.00"
"3191","603081.SH","大丰实业","68.4346","工业","资本货物","机械","工业机械","40180.00"
"3192","603083.SH","剑桥科技","38.1524","信息技术","技术硬件与设备","通信设备","通信设备","12878.00"
"3193","603085.SH","天成自控","30.6117","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","29098.61"
"3194","603086.SH","先达股份","31.0979","材料","材料","化工","化肥与农用化工","11200.00"
"3195","603088.SH","宁波精达","15.1827","工业","资本货物","机械","工业机械","11200.00"
"3196","603089.SH","正裕工业","21.1655","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","10667.00"
"3197","603090.SH","宏盛股份","14.8060","工业","资本货物","机械","工业机械","10000.00"
"3198","603096.SH","新经典","87.9773","可选消费","媒体","媒体","出版","13530.80"
"3199","603098.SH","森特股份","73.7202","工业","资本货物","建筑产品","建筑产品","48001.20"
"3200","603099.SH","长白山","27.3443","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","26667.00"
"3201","603100.SH","川仪股份","41.7673","工业","资本货物","电气设备","电气部件与设备","39500.00"
"3202","603101.SH","汇嘉时代","32.7792","可选消费","零售业","多元化零售","百货商店","24000.00"
"3203","603103.SH","横店影视","111.8910","可选消费","媒体","媒体","电影与娱乐","45300.00"
"3204","603105.SH","芯能科技","84.5800","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","50000.00"
"3205","603106.SH","恒银金融","40.5574","信息技术","技术硬件与设备","电脑与外围设备","电脑硬件","30800.00"
"3206","603108.SH","润达医疗","54.5342","医疗保健","医疗保健设备与服务","医疗保健提供商与服务","保健护理服务","57953.41"
"3207","603110.SH","东方材料","19.2344","材料","材料","化工","特种化工","14373.34"
"3208","603111.SH","康尼机电","54.8685","工业","资本货物","机械","工业机械","99327.55"
"3209","603113.SH","金能科技","91.4816","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","67593.95"
"3210","603116.SH","红蜻蜓","50.5261","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","鞋类","58533.50"
"3211","603117.SH","万林物流","28.0388","工业","运输","交通基础设施","海港与服务","64724.93"
"3212","603118.SH","共进股份","64.0911","信息技术","技术硬件与设备","通信设备","通信设备","78181.70"
"3213","603121.SH","华培动力","59.7276","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","18000.00"
"3214","603123.SH","翠微股份","33.9541","可选消费","零售业","多元化零售","百货商店","52414.42"
"3215","603126.SH","中材节能","39.3772","工业","商业和专业服务","商业服务与用品","环境与设施服务","61050.00"
"3216","603127.SH","昭衍新药","77.4558","医疗保健","制药、生物科技与生命科学","生命科学工具和服务","生命科学工具和服务","11499.46"
