"1139","002677.SZ","浙江美大","83.3277","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","64605.16"
"1140","002678.SZ","珠江钢琴","91.3335","可选消费","耐用消费品与服装","休闲设备与用品","休闲用品","135832.03"
"1141","002679.SZ","福建金森","53.8137","材料","材料","纸与林木产品","林木产品","23575.60"
"1142","002680.SZ","*ST长生","14.7027","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","97369.04"
"1143","002681.SZ","奋达科技","105.5850","可选消费","耐用消费品与服装","家庭耐用消费品","消费电子产品","206462.56"
"1144","002682.SZ","龙洲股份","29.8280","工业","运输","公路与铁路运输","公路运输","56236.86"
"1145","002683.SZ","宏大爆破","77.0466","材料","材料","化工","基础化工","70710.90"
"1146","002684.SZ","猛狮科技","40.0680","工业","资本货物","电气设备","电气部件与设备","56737.44"
"1147","002685.SZ","华东重机","64.3310","工业","资本货物","贸易公司与工业品经销商","贸易公司与工业品经销商","100769.06"
"1148","002686.SZ","亿利达","32.4641","工业","资本货物","机械","工业机械","44296.18"
"1149","002687.SZ","乔治白","23.7183","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","35485.20"
"1150","002688.SZ","金河生物","34.0134","医疗保健","制药、生物科技与生命科学","制药","西药","63528.97"
"1151","002689.SZ","远大智能","59.1766","工业","资本货物","机械","工业机械","104331.07"
"1152","002690.SZ","美亚光电","169.8518","工业","资本货物","机械","工业机械","67600.00"
"1153","002691.SZ","冀凯股份","27.4176","工业","资本货物","机械","工业机械","34000.00"
"1154","002692.SZ","远程股份","32.9773","工业","资本货物","电气设备","电气部件与设备","71814.60"
"1155","002693.SZ","双成药业","19.6263","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","40500.00"
"1156","002694.SZ","顾地科技","29.2029","工业","资本货物","建筑产品","建筑产品","59719.68"
"1157","002695.SZ","煌上煌","65.7462","日常消费","食品、饮料与烟草","食品","食品加工与肉类","51388.31"
"1158","002696.SZ","百洋股份","36.4951","日常消费","食品、饮料与烟草","食品","食品加工与肉类","39531.07"
"1159","002697.SZ","红旗连锁","76.9760","日常消费","食品与主要用品零售","食品与主要用品零售","大卖场与超市","136000.00"
"1160","002698.SZ","博实股份","78.7909","工业","资本货物","机械","工业机械","68170.00"
"1161","002699.SZ","美盛文化","59.7589","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","90957.27"
"1162","002700.SZ","新疆浩源","45.3095","公用事业","公用事业","燃气","燃气","42242.69"
"1163","002701.SZ","奥瑞金","127.9359","材料","材料","容器与包装","金属与玻璃容器","235522.56"
"1164","002702.SZ","海欣食品","23.0572","日常消费","食品、饮料与烟草","食品","食品加工与肉类","48076.00"
"1165","002703.SZ","浙江世宝","46.4311","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","78964.46"
"1166","002705.SZ","新宝股份","85.3729","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","80147.29"
"1167","002706.SZ","良信电器","50.2560","工业","资本货物","电气设备","电气部件与设备","78525.07"
"1168","002707.SZ","众信旅游","64.3697","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","88541.55"
"1169","002708.SZ","光洋股份","45.8640","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","46886.11"
"1170","002709.SZ","天赐材料","114.3130","材料","材料","化工","特种化工","33946.97"
"1171","002711.SZ","欧浦智网","45.2209","工业","运输","航空货运与物流","航空货运与物流","105607.04"
"1172","002712.SZ","思美传媒","47.9841","可选消费","媒体","媒体","广告","58120.25"
"1173","002713.SZ","东易日盛","46.7335","工业","资本货物","建筑与工程","建筑与工程","26266.56"
"1174","002714.SZ","牧原股份","1062.3851","日常消费","食品、饮料与烟草","食品","食品加工与肉类","208523.42"
"1175","002715.SZ","登云股份","16.9869","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","9200.00"
"1176","002716.SZ","金贵银业","80.2768","材料","材料","金属、非金属与采矿","白银","96047.82"
"1177","002717.SZ","岭南股份","90.5595","工业","资本货物","建筑与工程","建筑与工程","102441.09"
"1178","002718.SZ","友邦吊顶","26.1476","工业","资本货物","建筑产品","建筑产品","8763.19"
"1179","002719.SZ","麦趣尔","22.1714","日常消费","食品、饮料与烟草","食品","食品加工与肉类","17413.95"
"1180","002721.SZ","金一文化","55.7592","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","83471.82"
"1181","002722.SZ","金轮股份","29.8644","工业","资本货物","机械","工业机械","17546.65"
"1182","002723.SZ","金莱特","19.0206","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","19097.00"
"1183","002724.SZ","海洋王","47.3472","工业","资本货物","电气设备","电气部件与设备","72000.00"
"1184","002725.SZ","跃岭股份","27.4176","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","25600.00"
"1185","002726.SZ","龙大肉食","67.0049","日常消费","食品、饮料与烟草","食品","食品加工与肉类","75609.20"
"1186","002727.SZ","一心堂","140.9545","日常消费","食品与主要用品零售","食品与主要用品零售","药品零售","56776.98"
"1187","002728.SZ","特一药业","33.2250","医疗保健","制药、生物科技与生命科学","制药","西药","20090.11"
"1188","002729.SZ","好利来","16.1819","工业","资本货物","电气设备","电气部件与设备","6668.00"
"1189","002730.SZ","电光科技","25.5235","工业","资本货物","电气设备","电气部件与设备","32267.40"
"1190","002731.SZ","萃华珠宝","29.5453","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","15068.00"
"1191","002732.SZ","燕塘乳业","28.2003","日常消费","食品、饮料与烟草","食品","食品加工与肉类","15735.00"
"1192","002733.SZ","雄韬股份","84.8184","工业","资本货物","电气设备","电气部件与设备","35011.32"
"1193","002734.SZ","利民股份","37.0621","材料","材料","化工","化肥与农用化工","28352.82"
"1194","002735.SZ","王子新材","20.0318","材料","材料","容器与包装","金属与玻璃容器","8422.39"
"1195","002736.SZ","国信证券","1021.7200","金融","多元金融","资本市场","投资银行业与经纪业","820000.00"
"1196","002737.SZ","葵花药业","96.9323","医疗保健","制药、生物科技与生命科学","制药","中药","58400.00"
"1197","002738.SZ","中矿资源","42.0906","工业","商业和专业服务","专业服务","调查和咨询服务","25110.71"
"1198","002739.SZ","万达电影","411.4730","可选消费","媒体","媒体","电影与娱乐","176144.25"
"1199","002740.SZ","爱迪尔","22.4535","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","33058.69"
"1200","002741.SZ","光华科技","58.3273","材料","材料","化工","基础化工","37422.88"
"1201","002742.SZ","三圣股份","35.1734","材料","材料","建材","建材","43200.00"
"1202","002743.SZ","富煌钢构","22.8764","工业","资本货物","建筑与工程","建筑与工程","33721.09"
"1203","002745.SZ","木林森","194.3595","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","127716.85"
"1204","002746.SZ","仙坛股份","74.6854","日常消费","食品、饮料与烟草","食品","食品加工与肉类","30912.83"
"1205","002747.SZ","埃斯顿","91.2809","工业","资本货物","电气设备","电气部件与设备","83759.30"
"1206","002748.SZ","世龙实业","20.0832","材料","材料","化工","特种化工","24000.00"
"1207","002749.SZ","国光股份","48.0878","材料","材料","化工","化肥与农用化工","21931.85"
"1208","002750.SZ","龙津药业","42.8455","医疗保健","制药、生物科技与生命科学","制药","中药","40050.00"
"1209","002751.SZ","易尚展示","40.9352","工业","商业和专业服务","商业服务与用品","办公服务与用品","15460.06"
"1210","002752.SZ","昇兴股份","63.1884","材料","材料","容器与包装","金属与玻璃容器","83318.05"
"1211","002753.SZ","永东股份","35.0729","材料","材料","化工","基础化工","33332.93"
"1212","002755.SZ","东方新星","153.3692","医疗保健","制药、生物科技与生命科学","制药","西药","92816.04"
"1213","002756.SZ","永兴特钢","57.6648","材料","材料","金属、非金属与采矿","钢铁","36000.00"
"1214","002757.SZ","南兴装备","43.2296","工业","资本货物","机械","工业机械","13138.11"
"1215","002758.SZ","华通医药","21.3069","医疗保健","医疗保健设备与服务","医疗保健提供商与服务","保健护理产品经销商","21000.33"
"1216","002759.SZ","天际股份","40.1807","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","45218.00"
"1217","002760.SZ","凤形股份","14.7611","工业","资本货物","机械","工业机械","8800.00"
"1218","002761.SZ","多喜爱","35.8918","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","20400.00"
"1219","002762.SZ","金发拉比","26.4811","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","35661.50"
"1220","002763.SZ","汇洁股份","35.5208","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","38880.00"
"1221","002765.SZ","蓝黛传动","31.3074","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","42125.14"
"1222","002766.SZ","索菱股份","26.7898","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","42175.40"
"1223","002767.SZ","先锋电子","23.9520","工业","资本货物","机械","工业机械","15000.00"
"1224","002768.SZ","国恩股份","68.3658","材料","材料","化工","基础化工","27125.00"
"1225","002769.SZ","普路通","44.4920","工业","运输","航空货运与物流","航空货运与物流","37331.81"
"1226","002770.SZ","科迪乳业","41.2984","日常消费","食品、饮料与烟草","食品","食品加工与肉类","109486.78"
"1227","002771.SZ","真视通","26.9553","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","16154.42"
"1228","002772.SZ","众兴菌业","28.8064","日常消费","食品、饮料与烟草","食品","农产品","37333.33"
"1229","002773.SZ","康弘药业","287.6002","医疗保健","制药、生物科技与生命科学","制药","中药","67353.67"
"1230","002774.SZ","快意电梯","35.5192","工业","资本货物","机械","工业机械","34113.70"
"1231","002775.SZ","文科园林","36.1081","工业","资本货物","建筑与工程","建筑与工程","51289.92"
"1232","002776.SZ","柏堡龙","89.7174","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","36068.73"
"1233","002777.SZ","久远银海","54.7816","信息技术","软件与服务","软件","应用软件","17254.06"
